insult,date,comment,Not an Insult
1,20120619225447z,"yerpathetic                                                                           0 minutes ago              in reply to design4u1                          

                                
                                 lol!!

you are an idiot.

but don't worry.

america allows you to be an idiot!!      
                                  

=======================

 you canadians never answer this question why?",Insult
0,20120610052854z,"holy fuck, not on no cocky shit but come on son you know i look good",Not an Insult
0,20120612021124z,"chavez is 5 for his last 21, dumbass. if you think that's ""hitting better as of late,"" then i totally expect it, because you're too stupid to bring anything to the table. just go out and play in traffic, will ya? you're a disgrace to o's fans everywhere.",Insult
0,20120619194823z,"you, sir (juan williams), are doing ""irreparable harm to the court's reputation,"" by calling into question its integrity before a decision has been made.  moreover, it is shameful that the two obama justices are not standing up against criticism's like yours.  shameful?  political arguments and congressional vote counts should almost entirely no bearing on the court's decision-making.  i would expect more from you, juan.",Not an Insult
0,20120612113316z,"deuteronomy 21:18-21:""if a man has a stubborn and rebellious son who does not obey his father and mother and will not listen to them when they discipline him, 19 his father and mother shall take hold of him and bring him to the elders at the gate of his town. 20 they shall say to the elders, ""this son of ours is stubborn and rebellious. he will not obey us. he is a profligate and a drunkard."" 21 then all the men of his town shall stone him to death.""

matthew 5:18 :
""i tell you the truth, until heaven and earth disappear, not the smallest letter, not the least stroke of a pen, will by any means disappear from the law until everything is accomplished.""

you believers are dangerous.",Not an Insult
0,20120612104920z,"jeffreed
what makes you think that undocumented humans don't pay taxes?",Not an Insult
1,20120620095810z,"oh i think i do. let's put it this way, it's not like watching united.

only muppets like yourself can see that's good football. listen good on them for qualifying, but the football is dross and a 100 odd idiots posting here isn't going to change that.

so think again about who the thickos are and add your name to the list.",Not an Insult
0,,"well, i don't like to use the word, unless it is special circumstances. but i was testing the limits of the free speech here, because your moderators claim that they don't censor anything. i actually find it sexist to allow the term ""faggot"" but not c*nt.",Not an Insult
0,20120620081140z,"danco, don't be upset about not knowing about wawa.  they are regional according to

one of the posts, found mainly in the east.  (pa and nj)",Not an Insult
1,20120619204225z,"more grammatical errors, vicky<2. you're on a roll today. you are so stupid...",Insult
0,20120515125610z,"good luck, hope you get to go!",Not an Insult
0,20120619202135z,this bring on de wrong ting for fuckin pbs,Not an Insult
0,20120527190659z,very well said and i agree totally.,Not an Insult
0,20120609230518z,the people trying to say legalize all drugs are who the news agencies use as example to why we shouldn't legalize pot.  they hurt the cause more than they know.,Not an Insult
0,,"a cardiff disciplinary panel heard ms scarlett, who was pictured wearing a lantern-shaped hat, ""presented herself as a very different person"" outside school"".

 

lol. i should hope so, she is at a primary school after all.",Not an Insult
0,20120619131407z,mubarh ho subh pakistanio ko,Not an Insult
0,20120619001224z,"i shot the computer with a pistol, for being a fucking cocksucker. last time it fucks with me in the morning.",Insult
0,20120530151037z,and you are the winner of this eli's discussion! you got it right on the money tokyo!,Not an Insult
1,20120619080541z,puberty? ha!  just because you behaved like a man only when you were going through your puberty and been a gullible  nancy  your entire life doesnt mean everyone are like you . pretty sure you got lady parts and vomit when you see blood or gore .. continue advertising your transexuality   on world wide web i have already owned your ass.,Insult
0,,iain duncan smith is clearly a dangerous sociopath and should be vanquished from politics asap.,Not an Insult
1,20120612130508z,"the muzzies don't like it when you fight back. friggin' cry babies. go back to what ever hell hole you crawled out of, you homicidal morons.",Insult
0,20120619015101z,_beautifulflaws okay i'm putting my throw back shirt & cow girl boots on seriously i'm coming .,Not an Insult
0,20120529020917z,that can only mean one thing - the mods are on a diet! :),Not an Insult
0,20120529044908z,"who cares, both groups are equally nuts.",Not an Insult
1,20120609203234z,"im playing college ball what you, 5 sitting on worldstar frustrated with yo life lame im laugh fuck niggas like you everyday 5",Insult
1,20120611184257z,the waste of time here is you and your comment,Not an Insult
0,20120610042312z,"hot_damn.... it's_obozo_bitch_, watch_them_teeth_fold_back_and_them_legs_spread_when_they_start_playing_hell_to_the_chief....",Not an Insult
0,20120611183219z,fuck these two mellow teenage girls with beards...give us plinkett review.,Insult
0,,"well i think christ is lovely. he is very entertaining and has a very loyal army of listeners. i love to hear him and his team in the mornings. i hope he keeps going for a long time to come. i also love his tv show chris moyles quiz night, which is very funny.  each to his own and i respect that, everyone likes different people and i like him. he is certainly not fat and definately not ugly and he has a very nice face in my personal opinion!!",Insult
1,20120530111544z,"jonx,
you are crazy, just plain crazy.",Not an Insult
0,20120528174219z,"don't forget toe-tappin' larry craig, randall 'duke' cunningam, bob packwood, herman cain, newt gingrich, mark sandford, john ensign.

then there's bob allen, mark foley, jack ryan, steve latourette, and of course rudy giuliani. 

the list goes on: 
   henry hyde  
   1924 
   politician, lawyer 
   chicago 
   united states of america 
     ""  admitted he'd had an affair many years prior ""   
  
   22 
      
    helen chenoweth-hage  
   1938 
   politician, consultant 
   topeka 
   united states of america 
     ""  admitted to a six year affair with a married rancher in her home state of idaho ""   
  
   23 
      
    bob livingston  
   1943 
   politician, lawyer 
   colorado springs 
   united states of america 
     ""  admitted to multiple extramarital affairs. ""   
  
   24 
      
    bob packwood  
   1932 
   lawyer 
   portland 
   united states of america 
     ""  resigned from senate amid allegations of sexual harassment and abuse. ""   
  
   25           ken calvert 
    1953        corona    united states of america    
  ""  arrested while soliciting a prostitute. ""  
    
   showing items 1 - 25  of 32   << prev 1 2 next >>  
  republican sex scandals   you can use this list to help  make your own ranked list  about this topic  
       
  more lists       top 5 best dressed oscars 2011    by joanne   
     vote  top 30 hottest jewish women under 40    by greg   
      the 20 most epic wedding fails of all time    by brian gilmore    
      post a comment
  login via: facebook twitter yahoo! google 
      my comment is about                                     write your comment 
   name or login :    
     
      
  
 show comments about:        
       nellyvega-torres   republican sex scandals at 3/05/2012 8:17 pm  
  we have been paying for all this sex through the senators insurance tax payers pay for.
  reply 
       disgusted by thegop   republican sex scandals at 8/27/2011 6:31 am  
  republican party = one big perverted freakshow
  reply 
       disgusted by thegop   republican sex scandals at 7/08/2011 5:38 pm  
 
 disgusting two faced hypocrites ready to tell everyone else what is 
moral and good. nothing about this gang is good, we should scrap this 
political pack and start over.
  reply 
       heyrobo   republican sex scandals at 6/07/2011 4:11 pm  
  just shows how narcissim overrides sound judgement.
  reply 
       heyrobo   steve latourette at 6/07/2011 4:09 pm  
  that's like having sex with his wife. libtards had to report this.
  reply 
       heyrobo   jack ryan at 6/07/2011 4:08 pm  
 
 oh wow--he wanted to have sex with his own wife--how disgusting is that
 for a republican? that isn't a scandal--only a liberal socialist would 
call it that.
  reply 
    anonymous 
  republican sex scandals at 2/11/2010 2:48 pm    why are republicans so sexy?  reply        kit28 
  republican sex scandals at 6/13/2011 1:44 am    they're not...they just lack self-control.  reply   
  
    
  top incategory   related
lists  top onranker        on the cover of the rolling stone magazine  
      13 simpsons jokes that actually came true  
       vote on this 
  the sexiest female soccer players  
       vote on this 
  greatest pro wrestlers of all time  
       vote on this 
  the hottest tennis girlfriends and wives  
       vote on this 
  the hottest basketball wives and girlfriends ...    
  more by web infoguy      infoplease's oldest us universities 
     websites powered by mediawiki 
     us news' colleges with most international students 
     famous unsolved murders  
    
 
  top incategory   related
lists  top onranker         vote on this 
  the 13 sexiest psycho girlfriends in ...  
       vote on this 
  hottest brooklyn decker photos  
       vote on this 
  best action movies of 2011  
      10 sexiest foreign exchange students in film history  
      famous hispanic scientists  
      he's ""that guy"": the best of the scumbag steve ...    
    
       top 10 current queries 
in people 
 famous tattoosgirls with tattoossuffering quotesdiversity quoteskesha picturesenergy quotesbest pornstar everkaty perry sexytop celebritiesenvironment quotes
       about rankerthe ranker blogfaq/helpsitemapcontactadvertise with usjobswidgetsterms & conditionsprivacy policypresstop rankersdata.ranker.com
     information and media on this page and throughout ranker is supplied by , , wikipedia, ranker users, and other sources. freebase content is freely licensed under the 
 cc-by license and wikipedia content is licensed under the  gnu free documentation license.    © ranker 2012",Insult
1,20120612003740z,"you are a fool. hispanics are hispanics are hispanic to the bone. i hear rubio saying illegals good, illegals good. illegals good, punish all anglo racists. illegals good, illegals good, legals bad, legals bad. anglos bad, anglos bad. uncle fidel good, uncle fidel good.  laraza good, laraza good, progs good, progs good, conservatives evil, conservatives evil, conservatives fools, conservatives fools. that his what i hear from your next prog idol that is going to break your heart.",Insult
0,20120530000651z,320 millions reason why you are disgruntled angel fan.,Not an Insult
0,,"he was 10 i hope u burn in hell ricky preddie 5 years and 1 ear is not enough

",Not an Insult
0,,"people are born gay
therefore gay people have the constitutional right to marriage",Insult
0,20120529161900z,"i picked the celtics, so the heat can get motivated and win""

-skip ""water pistol pete jr"" bayless",Not an Insult
1,,how do you know mother fucker stop assuming shit you don t know you don t know that man like you hypocrite son of a bitch,Insult
0,20120610034149z,we agree to disagree..........when someone wants to double tap me like your little buddy i don't take it lightly.......it's a direct threat.  i thank you for your service now i will continue mine getting obama removed from office.............,Not an Insult
0,20120612011229z,"i don't remember staples filing for bancrupcy.

maybe you got bad info?",Not an Insult
0,,"lisa, i think this was the most touching and powerful pieces i've ever read of yours.  my heart goes out to all those women battling cancer, their families, and all the families who cannot afford medical care in our country-  the land of the free, home of the brave.",Not an Insult
0,20120619132537z,"he may be aged a little, but still looks damn good.",Insult
1,20120619204052z,"more grammatical errors, vicky<2... you are so stupid...",Insult
0,20120515171823z,well you are special . (damnit clown ),Not an Insult
0,20120619020245z,ho! ho! ho!  pedigree him hhh,Not an Insult
0,20120528212344z,"didn't know, but then again i don't care",Not an Insult
0,20120619035915z,"have you ever thought that they actually wanted a ""smooth transition of power""?",Not an Insult
1,20120610151941z,"go back to mediamatters, troll.

you and your pond scum buddies are toast.",Not an Insult
1,20120529095331z,and you are a terrorists pig.,Not an Insult
0,20120611173612z,"<i>dick zinya steps up to microphone</i>

tap tap tap...

dick zinya: &nbsp;bullshit.

<i>dick zinya walks away.</i>

a-a-a-a-a-nd scene!",Insult
0,20120609173224z,under what circumstances do increasing public employee's benefits stimulate the economy?,Not an Insult
0,20120619225646z,"@deepwater horizon  i know many people feel like this and i will never understand it.  it's like saying that if your parents rob a store while pushing you in a stroller that when you turned 18 you should be arrested.  
 
i mean why wouldn't you want this young intelligent people that have grew up here to use there talents here.  it seems silly to me, to waste all that talent.  i'm happy he did what he did.  everyone is so concerned with right and wrong now but lets be practical.  it cost money to send all these people back and your sending them back with there american education and talent.",Not an Insult
0,20120530151343z,"he must have been flying by the old adage: ""grass on the field.....play ball!",Not an Insult
0,20120618211118z,its fucking massive xd,Insult
0,,@christopher_m @jakesnake99 i thought he'd end up being a top 5 pg..  just not right away haha,Not an Insult
0,,"the thing that keep the world from nuclear was was the understanding that a nuclear war could not be won.  even if one side was able to blow up the majority of weapons on the other side, the other side would still have enough to blow the other side up.  there is a point that one can reduce the number of weapons to where nuclear war can be won by one side.  i dont know exactly where the line is but if we cut too far, we actually could be creating a world far more dangerous than one with each side having 10000 warheads.",Not an Insult
0,20120529132553z,@mahstah someone get this intel to america.  the time to strike is nigh,Not an Insult
0,20120514050748z,"okay now i know your trolling, good laugh, you had me for a while",Not an Insult
1,20120527223059z,"i am sorry that your gay affirming inner-psych (opath) was disturbed (mentally) by my use of transgender; but a punk that is a male hiding behind a female screen name, has a myriad of issues (like your contributing zero to the conservative cause ass does too.) if you keep stalking bitch; i'll show you who's your daddy.",Insult
0,,"significant"" - i think more like ""massive fraud""! all the more reason to demand a 'picture id' - either a drivers license of state issued and tell eric holder to go suck an egg since he thinks that requirement would be 'racist'!
it is past the time when we should 'guard' one of our nations' most honored privileges!   ",Not an Insult
1,20120320102523z,"tamrabam. you are a moron. i assume you vote labour. were you there, no , so shut your gob.  maggie had the balls to kick them out in no uncertain terms, non of our current leaders would do that now.",Insult
0,20120609234019z,meet me in outworld fuck nigga,Insult
0,20120527162121z,anyone still thinks rondo is not the best pg in nba this year?,Not an Insult
0,20120619144601z,"the shirley/annie subplot is one of my favorite plots of the show. abed's ""subtle"" influences on the whole situation are awesome.

""say your ass is on the line.""
""<i>my ass</i> is on the line!""
""say you just got off the phone with the mayor.""
""i </i>just</i> got off the phone with the- what, the mayor, stop doing that!",Insult
0,20120529224220z,"singing ""on the road again..."" lol",Not an Insult
1,20120619014649z,none of your posts have any value whatsoever.,Not an Insult
0,,"@powkat phil gingrey explicitly endorsed the position that while the oco is fake spending, the sgr is a fake saving, so using the two to cancel each other out is perfect.",Not an Insult
0,20120530023506z,"trump refused to give any ""evidence"", because he has none.",Not an Insult
0,20120502104617z,"you're a little fella, aren't you?",Not an Insult
0,20120610211632z,maybe u can just fuck off and leave traditions alone.............bitch!,Insult
0,20120612000859z,i am incompetent enough to fiscally to work for the worst pm in canadian history hahaha!,Not an Insult
1,20120320115236z,"the key words being keep thinking, something you have a hard time doing redneck racist retard.",Insult
0,20120611195256z,"again, why am i bothering.

i'm not just suggesting, i'm stating as fact that all these incoherent hypotheses are both illogical and irrelevant.

if travyon had been found on his back, with his arms spread wide, would that have indicated ""tampering !""?  i have no clue what trayvon did in his last seconds of life.  we know he was shot from between 1 and 18 inches, in the chest, which is consistent with zimmerman's story.  trayvon had at least a few seconds of life after he was shot, and who knows what his reaction was...  judging from how his body was found, he crawled off zimmerman and died.  you don't have to roll someone over to check their pulse at the neck.

i'm not quite able to figure out just what you're suggesting, but his position at death is irrelevant.",Not an Insult
0,20120618195314z,"@ail 

now why would you come up here talking about your mom like that....fall back son",Not an Insult
1,20120619151033z,"oh cj, cj, cj, you fat ugly bitch! its just so funny how much you need us! you need us to tell you that your husband would rather fuck a barbed wire covered glory hole than touch your 53 year old moldy vagina. you need us to tell you about the health problems your poor children are going to suffer thanks to your fast food and brownie diet. poor tweenie is going to be teased in school for being tubby. you need us to tell you how stupid you are to go off of a fucking car thermometer to determine the outside temperature and then compare it to a fucking tropical climate state like florida. how the hell do you function in life? oh wait, you dont. you sit your fat worthless ass at a computer all day ranting about gay marriage. i hate to break it to you but i guarantee your darling son sam is going to grow up to be the butt pirate you so hate. what are you going to do then? throw a bible at his head? it wont knock the gay out of him! even worse little sara is going to grow up to be a......liberal! gasp! oh nos! so your tweenie is going to be a fatty, sammy a gay, and sara a tree hugging hippie! looks like your ""christian"" mothering sucks and you should try another route. might i suggest getting the fuck off the computer and going to spend time with them?",Insult
1,20120530145806z,so lets pamper the child so the child never does better. you are an idiot.,Insult
0,20120609203522z,"with 192+ cease fire violations we were treaty bound to resume hostilities, the only question is why didn't clinton pull the trigger instead of look the other way.",Not an Insult
1,20120612131944z,"it's been years and you birther idiots have yet to find one piece if evidence to support your claims, so who is the stupid one?

you are gullible and ignorant if you believe our president was born in kenya",Insult
0,20120528043655z,"sure you do have my number.
you somehow have to alert me when you are in heat.
and thank you for giving my number to the other ladies.",Not an Insult
0,20120620110632z,"cars was like, ""fuck this i'm outta here.",Not an Insult
1,20120611195525z,"dickhead will just copy and use it, don't bother. we know rooster is all mouth and no balls.",Not an Insult
0,20120612034719z,"buck up little camper. economics is cyclical, always has been always will be.. when there is enough buyers in the market, the price of your home will go up. i guarantee it.",Not an Insult
0,,"

i have read your
comment and i have to point-blankly ask you for one incidence where a person
was locked up for dui that didn't blow over the legal limit or have a blood
test that wasn't over the legal limit. just give everybody even one example.
because anybody that truly was not dui would have a serious law suit against
the macon police department and win big. so give us just one story...or is this
wishful thinking on your part?


",Not an Insult
0,20120514051252z,that was fucking sick,Insult
0,20120609220321z,i don't agree with that either; melissa i am born and raised here and i have seen first hand how this department and the judicial system work hand in hand. mr. small as you so elequently put it is a drug dealer but a majority of the upper class around here are; i could name a few but i won't we are profiled because we are not supposed to have nice things or money point blank....,Not an Insult
0,,lol igor should be in it. he can penetrate people with his long ass nose.,Insult
1,20120529075742z,"cheap pathetic references to nazi germany, you dont know how good you have in this country a-hole!",Not an Insult
0,,"conservatives are to blame for some of this for wimping out on it. why are we not working on laws to ban gay marriage on a federal level and let's not stop there? no gay adoptions we need a man and a woman in these kids lives. regardless of what liberal propaganda tells us, conservatives out number liberals 3 to 1 why do you think fox is so big and liberal radio shows are basically non existent. why is it 85% of americans were against obama care and yet because of the majority in congress it was passed anyway? conservatives need to get off their keesters. in arizona these things are not radical, there mellow. start working on making homosexuality illegal start far to the right just as the liberals start far to the left and they get it (obama care etc.) no this is the conservative's fault. gay people need to feel shame in what their doing, not heroic as the liberal media makes them sound. make it illegal and that will help in giving them the shame they should already feel. it's just not right it's not a matter of hate i guess i hate rapists to because i don't feel that's right either.
if we glorified rapists and made them sound all heroic would it become a right to be who they are? that's how they were born. they didn't choose to be that way they just are so they should have the right to rape any man woman child or animal. this is the liberal logic. next their going to want to pass laws that being a rapist is just sexual orientation. you would even see ignorant people trying to say the bible says its ok. if it were ok then 2 men could have a baby without help from any women and 2 women could have a child without using any sperm from a man. nope sorry just not possible.",Insult
0,20120528135838z,"hasn't been pathetic yo, it will take a little while to get them back though, mccourt actually trashed us.",Not an Insult
0,20120528233058z,you guys got to stop comparing him to heath. if you go into the movie already thinking he will not be better than joker than you are only ruining his performance yourself.,Not an Insult
1,20120620031513z,"i pull nothing from you, hanni. but, keep parroting me, in lieu of thinking for yourself. it will at least make you sound a little smarter than you really are.",Not an Insult
0,,her turkey sandwich sounds better than chicken nuggets at the school.  school lunches suck.,Not an Insult
0,,"idiocy. just say things then give no facts. here's some facts. 3,000,000 people missing from the work force. the lowest workforce in 30 yrs at 63.2%. median household income down 7%. gas prices have doubled. debt rising at a 4.2 billion dollar a day clip, and rising. 48% of americans are below the poverty level. 46% more americans on food stamps. electric bills up 300 dollars a year. average age of an american owned car 10 yrs. i can go on, and on. this potus is a joke. look at his past voting records in illinois and in the us senate. consistantly voting present or abstaining. he's a consumate politician. strictly worried about covering his ass, and saving his job. thank the stars he is alienating the catholics. after that fiasco you can stick a fork in him, he's done. hgis iq is on a par with the mouth breathers that voted for him. all he's got is those mean ole corporations, and class warfare. only the uneducated will fall for that. there's a lot of them though.",Not an Insult
0,20120619155932z,"did you see the picture of president ""limber neck"" bobbing his head to the mexican president on drudge front page? 

http://drudgereport.com/",Not an Insult
0,20120611175943z,"these descriptions of zama might as well be shape hs.  the same divisions, nastiness, weak leadership in both the principal and the new assistant principal are as evident in mons as in zama.  after ms fitzgerald cleans house in zama, she should head directly to belgium.",Not an Insult
0,20120515181121z,"the difference is and this is a big one.....you and fellow trolls live and feed off our blogs( nd's blogs ) ""sharing"" your  "" opinions"" and comments ""....with no interest in talking positively about nd football like us fans....your sole purpose is to antagonize us......if you really think about it, you and your idol, strike first are a pretty pathetic pair ...",Not an Insult
1,20120611032836z,"you suck. you probably don't have any friends. your family probably abandoned you in disgrace. go crawl back under a rock and do this world a favor and stop existing. you think you are cool because you think you understand the situation and call this man a coward and pathetic. well congratufuckinglations. you just showed the world what a doouchebag you are. i don't know if its because you are emo or you think trolling will earn you respect but i don't give a damn. go dig a hole, bury yourself in it and stay there. if you don't have anything good to say you better expect nothing back.",Insult
0,20120528091752z,"you will never get a job in government, too much common sense  and stating the bleeding obvious. bettie windsor and diana ross seem to prefer northolt ( for different reasons ) so why not look again at the utilisation.",Not an Insult
0,20120618190221z,"i agree about art of fielding, the writing itself leaves a bit to be desired, but i did enjoy the book.",Not an Insult
0,,@nobjustryan trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade,Not an Insult
0,20120610195638z,"maybe, and if so they are  thieves as well. 

it makes no sense to bitch about the quality of the item you are stealing. if they were that shitty, i expect they would not be stolen.",Insult
1,20120619121903z,your point is as valid as the hole in your head that you obviously gave to yourself before making such an idiotic statement. and bringing politics into it? could your trolling be more obvious?,Not an Insult
0,20120609175325z,fuck harry potter,Insult
0,20120529075409z,i guarantee you are wrong. no way in hell the refs call five t's on miami.,Not an Insult
0,20120619133838z,"no, no, no. the intention does matter. outrage can't be justified by itself. the ignorant thing is the outrage, not the design. that goes for the star tee and these shoes. people somehow got the idea that any outrage they can grow, is somehow justified just because they 'feel' it. fuck that, let me wear shackles and stars and whatever else i want to. it's not killing anybody, it's not even fucking referring to whatever you want to feel outraged about. please end this tsunami of holy outrage.",Insult
0,20120620151732z,"mr. genetski receives a salary paid by the taxpayers. we are paying his legal costs. 

just like you are paying for a teacher's night out at the bar?   get over yourself.",Not an Insult
0,20120530132214z,congrats on the feature! hope you feel better :(,Not an Insult
1,20120610010421z,fuck this gane this fucking fake,Insult
0,,romney could beat obama in an election with both hands tied behind his back.,Not an Insult
1,20120611201030z,"wow!  we got us a real literate einstien here don't we???  ""dush bag""?  and such grammar!!!  maybe you should have stayed in school past the 2nd grade retard!  what happened,  momma spend all her welfare chk. on booze and crack???",Not an Insult
0,,"ok - so where am i going wrong wanting an ""earl campbell""? if someone like that were available/",Not an Insult
0,,"i see this morning they've already had one komen health official resign in protest over the decision.  the bad pr just keeps on coming.

pema, good job on focusing this story on the specific clinics like waco that are going to feel this cut moreso than others.  it's important in this instance for people to see the reality and what really happens when decisions like this are made for political, not practical, reasons.  please bring us more stories like this one.",Not an Insult
0,,@wetshoesclassic @hoss   i got to a point where i started eyein' the liner notes every time i listened to a zeppelin song to see what blues artist wrote it,Not an Insult
0,20120620143228z,lol looks like you're about to eat it,Not an Insult
0,20120515163121z,i'll betcha $10k you won't get your money back...,Not an Insult
0,20120529002925z,you are welcome :),Not an Insult
0,,it must really suck to be so hated that you have to stack the deck with your media pals.,Not an Insult
0,20120611194257z,not funny dude....but i get it.,Not an Insult
1,20120528205957z,greatness ? how do his balls feel in your mouth?,Not an Insult
0,20120612024128z,"lmfao just checked vaders wiki and it says this on his wwe return in 2012 and i quote ""vader made his wwe return on june 11th, 2012 when he defeated heath ""the
 southern rock band"" slater on wwe raw. he was later beat by the 
bushwhackers in a handicap match"" looks like we got the bushwhackers return up next.",Not an Insult
0,20120612002851z,doughty should just be called the towel cuz i was think i have to clean something when i hear his name,Not an Insult
1,20120320143743z,"he a-hole i'm a leaf fan and i know they are crap.  you didn't read what i said.  today you hate them, tomorrow you love them.  what are you 10 years old with the go take a crap.  does your mom know you are on the computer and not in pre-school getting beat up.  a-hole.  doesn't sound so good does it.",Insult
0,20120618201519z,fuckkkkkkkkk wfd,Not an Insult
1,20120620073115z,"this post is so shallow and pathetic. kudos to people who are growing old with out trying to defy the laws of nature, and half of your posts are merely bad pictures you are trying to write off as ""not growing old well"". must be a slow news day because this is truly an all time low.",Not an Insult
0,20120620123115z,that is because you are not a fan. go watch the heat with the rest of the bandwagon jumpers in this town. so very sad.,Not an Insult
0,,@skywaker9 (david) back off,Not an Insult
1,20120619164216z,"a crazy muthafucka named gusto!
i fucked ya wife cuz the bitch is a big ho!i fucked ya sister, i fucked ya cat!i woulda fucked ya mom, but the bitch is too fat!

that shit was way funnier than it had any right to be.",Insult
1,20120610202120z,_fuck_off_nigger_you're_not-american_you_pos-faggot!,Not an Insult
0,20120619182620z,you are a rock star! for real. xo,Not an Insult
0,20120619043358z,white sox are in first place. some of you sox fans are so spoiled. you talk like jim hendry came over from the cubs and you havent won in a hundred years. get a grip.,Not an Insult
0,20120610043024z,"@avclub-68c81a145181a6b3092221895a3fd1a9:disqus 

...",Not an Insult
1,20120619094453z,your an idiot!,Not an Insult
0,20120611165518z,"sadly, the catholic church has many criminal molesters, most of whom are homosexuals.",Not an Insult
0,,"this has got to be the stupidest story i have ever read. yes, the usda regulates school lunches that they prepare, on campus in their cafeteria. they do not control what parents can pack and send their kids to school with in their lunch boxes. if i were that mother, i would send my kids to school the next day with a big ole bag of doritos a whole pack of cookies and a bottle of mountain dew, with a note attached to the lunch box that says ""my mom says you can suck it",Not an Insult
1,20120620135831z,your an idiot,Insult
0,20120618225501z,...............horse trainer my azzzz.....truce....?,Not an Insult
1,20120620130236z,"how do we know terry krepel is your real name.  if you are not a gutless coward, you'll provide an address and phone number.  now, we are paying attention...don't be a gutless coward and p*ssy!",Not an Insult
1,20120620074946z,"idiot nayar you are mother fucker. you are saying attack on shri harmandir sahib was a right action, this shows you negative thinking about sikh community. all siks are agree with building memorial thats why any sikh organisation does not oppose. you have no concern with issues of punjab. the wording you used in this article is very rude and this shows your hate about sikh community,,,,,,you are barking dog,,,we don't care you",Insult
0,20120529013620z,have you always been a victim?,Not an Insult
1,20120502233532z,you are either very ignorant or terrible at sarcasm,Not an Insult
0,20120611185221z,"@rafaelinho10 ya right that shit is pathetic. its the same software as 6 years ago. apple adds a few features, most of which could be done by downloading an app, and you isheeple cream your pants. man it would suck to be as narrow minded as you all lmfao",Not an Insult
0,20120619110216z,"madison, i admire you for sharing your story. you are a wonderful inspiration! i only found your blog about a month ago and love it!  thank you for opening up like you do.",Not an Insult
0,20120612051552z,yep people can be pretty dumb -- exemplified by your #1 argument.,Not an Insult
0,,"@cruxen good. actually, really good. and it's good to know that i remind you of the delta, hahahaha. how's it with you? are you still early morning cblogging with dap?",Not an Insult
0,20120612144249z,i find it funny how some fans are more worried about whose better or how many albums they sell instead of just enjoying the music. some fans need to get their  priorities straight.,Not an Insult
1,20120619010445z,"chris, please stop commenting, because you're obviously still trying to catch your breath from your sucking off cook. this has made you more retarded than usual.",Not an Insult
0,20120619203148z,"did you read the article? they never married. 

and you do give a crap because you're commenting....",Insult
0,20120610011820z,"looking up a definition doesn't make me an authority on labeling people.  therefore, your diagnosis is invalid.",Not an Insult
0,20120530134746z,"romney is the etch-a-sketch man. a term given to him by his own campaign staff.

beware.",Not an Insult
0,20120612134235z,"hmm... jeżeli teledysk do ""fuck it"" wyjdzie najpóźniej w lipcu to ten manager jest mistrzem <3",Not an Insult
0,20120502172301z,"<b>""meet my demands and the animosity between us shall be over! you must obey because i am the great and powerful john from berkeley""</b>",Not an Insult
1,20120619211228z,lol man your gonna call him a loser and to get a life when you are on here sticking your nose in their business?? your a douche bag who probably has never even seen a vagina. go get laid and see that there is more to life than being a dick like you obviously are.,Insult
0,,maybe they will create a black hole that will suck in the entire facility.,Not an Insult
0,20120530025711z,"internet threats are just threats, stupid punks, i hope. we have to worry about the violence that takes place in parking lots after the games.",Insult
1,20120529131117z,"@teeboowa
 hah your'e only 14? fpff and you tell me what to do? i'm waay older than you who you calling a bitch and a fug? you douche bag bitch i wanna punch your eyeball out and kill ya fuckya",Insult
1,20120620134334z,oh yeah. like you would have stopped your car and assisted. you're a lying idiot.,Insult
0,20120527180559z,you can't make a bomb with uranium enriched to 20%.,Not an Insult
0,,"aaahhh, how sweet........read your post ..........it is the sign of an enabler.....oh yeah, but aaaah, how sweet.........puke",Not an Insult
0,20120612132734z,"sic? because you spelled it ""center"" or because you think it should still be called skydome?",Not an Insult
1,20120619015227z,you're probably a phuuking dyke....aint ya beotch ?,Not an Insult
0,20120611205718z,"gulfstream69: we have many social nets for people and if you're not taking advantage of them during tough times and claim to be 'poor', you are just stupid.  poor are people in the slums of indian or the sudan.  amerians don't understand the true meaning of poor.",Insult
0,20120619175651z,"what are you smoking, rucker?  there's no enthusiasm for romney anywhere except maybe among some mormons...and probably not even all of them.   no, it's simply that obama has turned out to be such a miserable loser, that anyone else will do.",Not an Insult
0,20120620082651z,fucking hell,Insult
0,20120612123358z,"marriage is a worthless ceremony, almost as worthless as religion.",Not an Insult
1,20120320195056z,"you're a liar. i was on that night dealing with  two of you trolls an hour before anyone showed up.

this isn't a physical fight here on this screen, you moron. in order for what you say to be the truth, i'd have to sit back and say nothing while others fight for me, and if that were so, you would never have been reading me for some time.

it's one thing for you to be a liar, but quite something else for you to be a stupid liar.",Insult
0,20120620114153z,"we are crap, you said it yourself.",Not an Insult
0,20120528012648z,"no brees = tank season for bradley and start over

simple as that.",Not an Insult
1,20120610081951z,"steve,go brush your teeth with a revolver you dumb bastard",Not an Insult
